Date,Service,Distributor,Sign-ups (Indexed),Subscribers (Indexed),Net Subscriber Adds (Indexed),Gross Subscriber Adds (Indexed),Cancels (Indexed),Sign-ups,Subscribers,Net Subscriber Adds,Gross Subscriber Adds,Cancels
2021-09-01,Disney+,Roku Apps,0.16,4.28,0.04,0.12,0.080,"68,135","1,866,123","18,098","53,097","34,999"
2021-10-01,Disney+,Roku Apps,0.18,4.33,0.04,0.14,0.102,"76,918","1,884,754","18,631","63,078","44,447"
2021-11-01,Disney+,Roku Apps,0.23,4.41,0.08,0.20,0.120,"100,605","1,921,216","36,463","88,895","52,432"
2021-12-01,Disney+,Roku Apps,0.18,4.44,0.03,0.16,0.126,"76,652","1,933,992","12,775","67,736","54,960"
2022-01-01,Disney+,Roku Apps,0.27,4.53,0.09,0.24,0.156,"116,308","1,972,185","38,193","106,061","67,869"
2022-02-01,Disney+,Roku Apps,0.20,4.59,0.06,0.18,0.113,"87,830","1,999,332","27,147","76,252","49,105"
2022-03-01,Disney+,Roku Apps,0.25,4.66,0.07,0.21,0.138,"108,590","2,030,605","31,273","91,423","60,150"
2022-04-01,Disney+,Roku Apps,0.17,4.63,-0.03,0.15,0.176,"73,724","2,018,362","-12,243","64,542","76,785"
2022-05-01,Disney+,Roku Apps,0.19,4.66,0.03,0.17,0.137,"83,705","2,031,403","13,041","72,526","59,485"
2022-06-01,Disney+,Roku Apps,0.21,4.73,0.06,0.19,0.127,"91,955","2,058,950","27,547","83,039","55,493"
2022-07-01,Disney+,Roku Apps,0.19,4.72,0.00,0.15,0.152,"81,576","2,058,018",-932,"65,074","66,006"
2022-08-01,Disney+,Roku Apps,0.20,4.74,0.02,0.17,0.150,"86,499","2,066,668","8,650","74,123","65,473"
2022-09-01,Disney+,Roku Apps,0.39,4.92,0.17,0.34,0.166,"170,470","2,141,856","75,188","147,448","72,260"
2022-10-01,Disney+,Roku Apps,0.42,5.10,0.18,0.39,0.214,"183,778","2,219,972","78,116","171,269","93,153"
2022-11-01,Disney+,Roku Apps,0.26,5.07,-0.02,0.22,0.248,"111,518","2,209,725","-10,247","97,944","108,191"
2022-12-01,Disney+,Roku Apps,0.28,5.08,0.01,0.25,0.241,"121,498","2,215,181","5,456","110,453","104,997"
2023-01-01,Disney+,Roku Apps,0.19,4.98,-0.11,0.16,0.271,"82,374","2,168,738","-46,443","71,595","118,038"
2023-02-01,Disney+,Roku Apps,0.22,4.97,-0.01,0.20,0.204,"95,282","2,165,011","-3,726","85,035","88,762"
2023-03-01,Disney+,Roku Apps,0.22,4.98,0.01,0.20,0.194,"95,948","2,169,403","4,392","89,028","84,636"
2019-11-01,Disney+,iTunes,6.46,2.42,2.42,2.42,0.004,"2,812,159","1,052,630","1,052,630","1,054,227","1,597"
2019-12-01,Disney+,iTunes,1.51,3.43,1.01,1.30,0.288,"657,661","1,492,579","439,949","565,572","125,624"
2020-01-01,Disney+,iTunes,0.66,4.52,1.10,1.51,0.410,"285,847","1,970,055","477,476","656,064","178,588"
2020-02-01,Disney+,iTunes,0.41,5.24,0.71,1.18,0.470,"176,725","2,281,320","311,264","516,068","204,804"
2020-03-01,Disney+,iTunes,0.73,5.50,0.26,0.70,0.440,"318,983","2,394,834","113,514","305,010","191,496"
2020-04-01,Disney+,iTunes,0.56,5.75,0.25,0.68,0.426,"245,392","2,505,153","110,320","296,094","185,774"
2020-05-01,Disney+,iTunes,0.44,5.79,0.04,0.51,0.468,"189,766","2,522,719","17,566","221,305","203,739"
2020-06-01,Disney+,iTunes,0.33,5.83,0.04,0.49,0.455,"141,726","2,539,221","16,501","214,918","198,416"
2020-07-01,Disney+,iTunes,0.83,6.46,0.63,0.98,0.350,"360,769","2,815,753","276,532","429,037","152,505"
2020-08-01,Disney+,iTunes,0.34,6.42,-0.04,0.47,0.511,"147,315","2,798,453","-17,300","205,336","222,636"
2020-09-01,Disney+,iTunes,0.36,6.47,0.04,0.48,0.437,"155,566","2,816,551","18,098","208,397","190,299"
2020-10-01,Disney+,iTunes,0.51,6.78,0.31,0.72,0.406,"222,636","2,952,821","136,270","312,994","176,725"
2020-11-01,Disney+,iTunes,0.74,7.39,0.61,1.07,0.464,"321,911","3,217,775","264,954","466,963","202,009"
2020-12-01,Disney+,iTunes,1.01,8.15,0.76,1.17,0.410,"439,683","3,549,134","331,359","510,080","178,721"
2021-01-01,Disney+,iTunes,0.67,8.31,0.16,0.74,0.573,"293,565","3,620,862","71,728","321,511","249,783"
2021-02-01,Disney+,iTunes,0.52,8.37,0.05,0.58,0.522,"228,225","3,644,682","23,821","251,380","227,560"
2021-03-01,Disney+,iTunes,0.61,8.60,0.23,0.65,0.414,"266,817","3,745,421","100,738","281,056","180,318"
2021-04-01,Disney+,iTunes,0.42,8.56,-0.04,0.47,0.510,"183,645","3,728,786","-16,634","205,735","222,370"
2021-05-01,Disney+,iTunes,0.46,8.60,0.04,0.49,0.451,"201,610","3,746,352","17,566","214,252","196,686"
2021-06-01,Disney+,iTunes,0.64,8.83,0.23,0.68,0.456,"279,726","3,845,627","99,275","297,957","198,682"
2021-07-01,Disney+,iTunes,0.63,8.98,0.15,0.65,0.503,"274,003","3,911,100","65,473","284,782","219,309"
2021-08-01,Disney+,iTunes,0.47,8.97,0.00,0.51,0.514,"202,808","3,909,769","-1,331","222,769","224,100"
2021-09-01,Disney+,iTunes,0.43,8.92,-0.06,0.47,0.525,"188,968","3,884,086","-25,684","202,941","228,624"
2021-10-01,Disney+,iTunes,0.47,9.04,0.12,0.59,0.473,"206,667","3,936,651","52,565","258,700","206,135"
2021-11-01,Disney+,iTunes,0.73,9.26,0.22,0.79,0.563,"316,854","4,033,530","96,879","342,271","245,392"
2021-12-01,Disney+,iTunes,0.85,9.62,0.36,0.93,0.571,"371,548","4,188,829","155,300","403,885","248,586"
2022-01-01,Disney+,iTunes,0.77,9.78,0.16,0.81,0.652,"335,351","4,259,227","70,397","354,248","283,851"
2022-02-01,Disney+,iTunes,0.54,9.74,-0.04,0.60,0.643,"234,080","4,242,459","-16,768","263,490","280,258"
2022-03-01,Disney+,iTunes,0.58,9.86,0.13,0.65,0.528,"253,776","4,297,020","54,561","284,383","229,822"
2022-04-01,Disney+,iTunes,0.51,9.82,-0.04,0.57,0.606,"222,769","4,279,720","-17,300","246,856","264,156"
2022-05-01,Disney+,iTunes,0.60,9.91,0.08,0.65,0.566,"260,429","4,314,985","35,265","281,855","246,590"
2022-06-01,Disney+,iTunes,0.59,9.99,0.09,0.65,0.561,"255,240","4,353,844","38,858","283,185","244,327"
2022-07-01,Disney+,iTunes,0.55,9.97,-0.03,0.61,0.634,"238,871","4,342,798","-11,045","265,220","276,266"
2022-08-01,Disney+,iTunes,0.56,10.02,0.05,0.65,0.603,"243,795","4,363,691","20,893","283,718","262,825"
2022-09-01,Disney+,iTunes,0.88,10.35,0.33,0.90,0.567,"384,722","4,509,010","145,319","392,175","246,856"
2022-10-01,Disney+,iTunes,0.80,10.60,0.25,0.91,0.652,"349,990","4,619,862","110,852","395,102","284,250"
2022-11-01,Disney+,iTunes,0.60,10.44,-0.17,0.69,0.858,"259,232","4,545,872","-73,990","299,687","373,677"
2022-12-01,Disney+,iTunes,0.65,10.24,-0.19,0.70,0.895,"284,117","4,462,167","-83,705","306,075","389,779"
2023-01-01,Disney+,iTunes,0.55,9.90,-0.35,0.55,0.894,"241,267","4,310,594","-151,573","238,073","389,646"
2023-02-01,Disney+,iTunes,0.57,9.72,-0.18,0.57,0.746,"250,183","4,233,144","-77,450","247,521","324,971"
2023-03-01,Disney+,iTunes,0.65,9.76,0.04,0.59,0.544,"281,855","4,251,375","18,231","255,240","237,008"
2019-01-01,ESPN+,All,1.02,3.00,0.47,0.62,0.152,"469,065","1,380,926","215,501","285,629","70,128"
2019-02-01,ESPN+,All,0.42,3.16,0.16,0.35,0.195,"195,104","1,452,563","71,637","161,416","89,778"
2019-03-01,ESPN+,All,0.58,3.41,0.25,0.41,0.156,"266,098","1,568,418","115,855","187,664","71,809"
2019-04-01,ESPN+,All,0.37,3.55,0.14,0.31,0.165,"168,771","1,633,995","65,577","141,407","75,829"
2019-05-01,ESPN+,All,0.36,3.67,0.12,0.29,0.170,"166,903","1,689,520","55,525","133,595","78,070"
2019-06-01,ESPN+,All,0.43,3.92,0.25,0.44,0.185,"200,167","1,805,493","115,972","200,971","84,999"
2019-07-01,ESPN+,All,0.51,4.19,0.27,0.52,0.253,"235,775","1,930,149","124,656","241,034","116,378"
2019-08-01,ESPN+,All,0.74,4.74,0.55,0.77,0.218,"338,409","2,183,261","253,112","353,311","100,199"
2019-09-01,ESPN+,All,0.82,5.26,0.52,0.82,0.297,"375,521","2,421,986","238,725","375,313","136,587"
2019-10-01,ESPN+,All,0.37,5.42,0.15,0.38,0.227,"172,346","2,493,085","71,099","175,762","104,663"
2019-11-01,ESPN+,All,5.79,12.00,6.58,7.12,0.533,"2,665,839","5,523,752","3,030,667","3,275,827","245,160"
2019-12-01,ESPN+,All,1.93,13.46,1.46,2.01,0.558,"890,638","6,193,795","670,043","926,694","256,651"
2020-01-01,ESPN+,All,2.17,14.89,1.44,2.17,0.731,"998,832","6,854,935","661,139","997,498","336,359"
2020-02-01,ESPN+,All,0.96,15.25,0.35,0.99,0.639,"443,603","7,018,120","163,186","457,526","294,340"
2020-03-01,ESPN+,All,0.94,15.56,0.31,0.93,0.618,"431,835","7,160,283","142,163","426,709","284,546"
2020-04-01,ESPN+,All,0.88,15.89,0.33,0.89,0.565,"403,421","7,312,170","151,888","411,943","260,056"
2020-05-01,ESPN+,All,0.93,16.35,0.47,0.94,0.475,"426,110","7,527,842","215,672","434,371","218,699"
2020-06-01,ESPN+,All,0.54,16.52,0.16,0.56,0.401,"247,902","7,602,273","74,431","259,090","184,659"
2020-07-01,ESPN+,All,1.03,17.08,0.57,1.07,0.505,"476,124","7,864,315","262,042","494,599","232,558"
2020-08-01,ESPN+,All,1.06,17.53,0.45,1.07,0.628,"487,303","8,069,393","205,079","493,998","288,919"
2020-09-01,ESPN+,All,1.22,17.98,0.45,1.18,0.722,"559,951","8,278,625","209,231","541,651","332,420"
2020-10-01,ESPN+,All,1.01,18.32,0.34,0.99,0.654,"462,746","8,432,951","154,326","455,555","301,228"
2020-11-01,ESPN+,All,1.03,18.71,0.39,0.99,0.596,"473,967","8,613,956","181,005","455,385","274,380"
2020-12-01,ESPN+,All,1.01,19.09,0.38,1.00,0.617,"466,848","8,787,954","173,998","458,014","284,016"
2021-01-01,ESPN+,All,1.74,19.92,0.83,1.64,0.812,"799,815","9,170,458","382,504","756,054","373,550"
2021-02-01,ESPN+,All,0.88,20.11,0.19,0.84,0.645,"403,546","9,257,955","87,497","384,477","296,980"
2021-03-01,ESPN+,All,0.92,20.31,0.20,0.87,0.669,"422,419","9,348,091","90,136","398,214","308,078"
2021-04-01,ESPN+,All,0.86,20.61,0.31,0.83,0.525,"397,054","9,489,075","140,985","382,777","241,792"
2021-05-01,ESPN+,All,0.82,20.76,0.15,0.78,0.629,"378,900","9,556,861","67,786","357,283","289,497"
2021-06-01,ESPN+,All,0.84,20.88,0.12,0.78,0.660,"386,688","9,609,973","53,112","356,980","303,868"
2021-07-01,ESPN+,All,1.30,21.23,0.35,1.22,0.867,"599,945","9,772,641","162,668","561,714","399,046"
2021-08-01,ESPN+,All,0.93,21.36,0.13,0.91,0.782,"426,701","9,831,673","59,032","419,035","360,003"
2021-09-01,ESPN+,All,2.04,22.51,1.16,1.96,0.808,"938,880","10,363,359","531,686","903,661","371,975"
2021-10-01,ESPN+,All,1.48,23.06,0.54,1.44,0.902,"681,405","10,613,189","249,831","664,857","415,026"
2021-11-01,ESPN+,All,1.39,23.48,0.42,1.35,0.924,"641,111","10,808,669","195,480","620,621","425,141"
2021-12-01,ESPN+,All,1.14,23.65,0.17,1.16,0.982,"524,567","10,888,423","79,754","531,727","451,973"
2022-01-01,ESPN+,All,1.15,23.72,0.07,1.17,1.105,"527,242","10,919,229","30,805","539,665","508,860"
2022-02-01,ESPN+,All,0.83,23.77,0.05,0.86,0.816,"382,842","10,941,161","21,932","397,565","375,632"
2022-03-01,ESPN+,All,1.14,24.05,0.28,1.15,0.864,"525,798","11,071,260","130,100","527,807","397,707"
2022-04-01,ESPN+,All,1.13,24.25,0.20,1.15,0.953,"518,304","11,163,793","92,532","531,013","438,481"
2022-05-01,ESPN+,All,1.02,24.38,0.13,1.06,0.931,"471,808","11,222,636","58,844","487,437","428,594"
2022-06-01,ESPN+,All,0.94,24.38,0.00,0.98,0.982,"431,804","11,223,770","1,134","452,996","451,862"
2022-07-01,ESPN+,All,0.91,24.24,-0.14,0.94,1.080,"420,022","11,157,141","-66,630","430,610","497,240"
2022-08-01,ESPN+,All,1.03,24.17,-0.07,1.07,1.136,"475,778","11,125,593","-31,548","491,335","522,883"
2022-09-01,ESPN+,All,2.27,25.22,1.05,2.28,1.234,"1,045,084","11,606,977","481,384","1,049,402","568,018"
2022-10-01,ESPN+,All,1.68,25.42,0.20,1.68,1.480,"771,152","11,701,125","94,148","775,562","681,413"
2022-11-01,ESPN+,All,1.33,25.39,-0.03,1.36,1.388,"610,437","11,688,393","-12,732","626,341","639,073"
2022-12-01,ESPN+,All,0.86,25.13,-0.26,0.91,1.178,"397,134","11,567,063","-121,330","420,895","542,225"
2023-01-01,ESPN+,All,1.14,25.07,-0.06,1.17,1.227,"525,492","11,538,939","-28,124","536,564","564,688"
2023-02-01,ESPN+,All,1.09,25.14,0.08,1.10,1.027,"500,060","11,574,236","35,296","507,908","472,612"
2023-03-01,ESPN+,All,1.14,25.22,0.08,1.13,1.054,"526,551","11,611,020","36,785","522,075","485,291"
2019-01-01,ESPN+,Amazon Fire TV,0.05,0.39,0.03,0.04,0.015,"23,904","178,298","12,796","19,545","6,749"
2019-02-01,ESPN+,Amazon Fire TV,0.02,0.39,0.00,0.01,0.013,"7,031","177,314",-984,"4,781","5,765"
2019-03-01,ESPN+,Amazon Fire TV,0.03,0.40,0.01,0.02,0.007,"12,515","182,938","5,625","8,999","3,375"
2019-04-01,ESPN+,Amazon Fire TV,0.02,0.40,0.01,0.02,0.009,"7,031","186,032","3,093","7,171","4,078"
2019-05-01,ESPN+,Amazon Fire TV,0.01,0.41,0.00,0.01,0.008,"6,468","188,141","2,109","5,625","3,515"
2019-06-01,ESPN+,Amazon Fire TV,0.03,0.42,0.02,0.02,0.008,"11,530","195,171","7,031","10,687","3,656"
2019-07-01,ESPN+,Amazon Fire TV,0.05,0.46,0.04,0.05,0.009,"24,467","213,029","17,858","21,936","4,078"
2019-08-01,ESPN+,Amazon Fire TV,0.06,0.51,0.05,0.06,0.005,"29,248","236,934","23,904","26,013","2,109"
2019-09-01,ESPN+,Amazon Fire TV,0.07,0.56,0.05,0.06,0.010,"30,513","259,010","22,076","26,857","4,781"
2019-10-01,ESPN+,Amazon Fire TV,0.03,0.57,0.01,0.02,0.010,"11,952","264,494","5,484","9,984","4,500"
2019-11-01,ESPN+,Amazon Fire TV,0.05,0.58,0.01,0.02,0.017,"21,092","267,869","3,375","11,249","7,874"
2019-12-01,ESPN+,Amazon Fire TV,0.03,0.58,0.00,0.02,0.019,"11,530","267,306",-562,"8,296","8,859"
2020-01-01,ESPN+,Amazon Fire TV,0.13,0.67,0.09,0.11,0.014,"57,933","310,615","43,309","49,777","6,468"
2020-02-01,ESPN+,Amazon Fire TV,0.03,0.68,0.00,0.03,0.024,"15,608","311,599",984,"11,952","10,968"
2020-03-01,ESPN+,Amazon Fire TV,0.02,0.67,-0.01,0.02,0.021,"8,859","308,928","-2,672","7,171","9,843"
2020-04-01,ESPN+,Amazon Fire TV,0.02,0.66,-0.01,0.01,0.024,"7,874","304,709","-4,218","6,609","10,827"
2020-05-01,ESPN+,Amazon Fire TV,0.04,0.67,0.01,0.03,0.023,"17,014","308,787","4,078","14,764","10,687"
2020-06-01,ESPN+,Amazon Fire TV,0.02,0.67,0.00,0.01,0.013,"7,453","308,928",141,"6,187","6,046"
2020-07-01,ESPN+,Amazon Fire TV,0.04,0.69,0.02,0.04,0.019,"19,826","316,661","7,734","16,592","8,859"
2020-08-01,ESPN+,Amazon Fire TV,0.06,0.72,0.03,0.05,0.025,"25,592","329,739","13,077","24,607","11,530"
2020-09-01,ESPN+,Amazon Fire TV,0.05,0.74,0.02,0.05,0.026,"24,467","340,003","10,265","22,076","11,812"
2020-10-01,ESPN+,Amazon Fire TV,0.04,0.74,0.01,0.03,0.026,"16,311","342,534","2,531","14,624","12,093"
2020-11-01,ESPN+,Amazon Fire TV,0.03,0.75,0.00,0.02,0.022,"13,077","343,378",844,"10,968","10,124"
2020-12-01,ESPN+,Amazon Fire TV,0.03,0.74,0.00,0.02,0.024,"12,515","341,691","-1,687","9,421","11,108"
2021-01-01,ESPN+,Amazon Fire TV,0.10,0.79,0.04,0.09,0.042,"44,856","361,658","19,967","39,512","19,545"
2021-02-01,ESPN+,Amazon Fire TV,0.03,0.79,0.00,0.03,0.025,"14,905","361,939",281,"11,671","11,390"
2021-03-01,ESPN+,Amazon Fire TV,0.04,0.80,0.01,0.04,0.023,"19,405","368,126","6,187","16,733","10,546"
2021-04-01,ESPN+,Amazon Fire TV,0.04,0.81,0.01,0.03,0.019,"16,874","374,032","5,906","14,624","8,718"
2021-05-01,ESPN+,Amazon Fire TV,0.03,0.81,0.00,0.02,0.025,"14,343","373,188",-844,"10,546","11,390"
2021-06-01,ESPN+,Amazon Fire TV,0.03,0.81,0.00,0.03,0.025,"12,374","373,751",562,"12,093","11,530"
2021-07-01,ESPN+,Amazon Fire TV,0.06,0.83,0.01,0.05,0.036,"25,732","380,219","6,468","23,061","16,592"
2021-08-01,ESPN+,Amazon Fire TV,0.02,0.81,-0.02,0.02,0.034,"8,718","371,923","-8,296","7,171","15,467"
2021-09-01,ESPN+,Amazon Fire TV,0.11,0.88,0.08,0.10,0.020,"51,605","407,076","35,153","44,574","9,421"
2021-10-01,ESPN+,Amazon Fire TV,0.06,0.90,0.02,0.05,0.035,"26,717","414,810","7,734","23,623","15,889"
2021-11-01,ESPN+,Amazon Fire TV,0.07,0.93,0.03,0.06,0.031,"33,607","429,715","14,905","29,107","14,202"
2021-12-01,ESPN+,Amazon Fire TV,0.05,0.94,0.01,0.04,0.034,"23,623","434,636","4,921","20,670","15,749"
2022-01-01,ESPN+,Amazon Fire TV,0.05,0.92,-0.02,0.05,0.072,"22,639","423,950","-10,687","22,639","33,325"
2022-02-01,ESPN+,Amazon Fire TV,0.03,0.91,-0.01,0.02,0.033,"11,812","418,887","-5,062","9,984","15,046"
2022-03-01,ESPN+,Amazon Fire TV,0.04,0.91,0.00,0.03,0.032,"19,686","419,450",562,"15,186","14,624"
2022-04-01,ESPN+,Amazon Fire TV,0.04,0.91,-0.01,0.03,0.035,"17,858","417,059","-2,390","13,640","16,030"
2022-05-01,ESPN+,Amazon Fire TV,0.04,0.91,0.00,0.03,0.030,"17,577","418,747","1,687","15,327","13,640"
2022-06-01,ESPN+,Amazon Fire TV,0.04,0.91,0.00,0.03,0.031,"17,577","419,309",562,"15,046","14,483"
2022-07-01,ESPN+,Amazon Fire TV,0.04,0.89,-0.02,0.04,0.058,"17,999","410,169","-9,140","17,436","26,576"
2022-08-01,ESPN+,Amazon Fire TV,0.03,0.88,-0.01,0.03,0.045,"14,764","404,826","-5,343","15,467","20,811"
2022-09-01,ESPN+,Amazon Fire TV,0.14,0.97,0.09,0.12,0.031,"64,120","447,291","42,465","56,948","14,483"
2022-10-01,ESPN+,Amazon Fire TV,0.06,0.98,0.01,0.06,0.046,"28,826","452,494","5,203","26,154","20,951"
2022-11-01,ESPN+,Amazon Fire TV,0.05,0.97,-0.01,0.05,0.058,"24,326","447,713","-4,781","22,076","26,857"
2022-12-01,ESPN+,Amazon Fire TV,0.03,0.97,-0.01,0.03,0.038,"15,186","444,198","-3,515","13,780","17,295"
2023-01-01,ESPN+,Amazon Fire TV,0.06,0.96,0.00,0.05,0.055,"26,435","444,057",-141,"25,029","25,170"
2023-02-01,ESPN+,Amazon Fire TV,0.04,0.96,-0.01,0.04,0.041,"19,405","441,667","-2,390","16,592","18,983"
2023-03-01,ESPN+,Amazon Fire TV,0.05,0.96,0.00,0.04,0.045,"23,201","441,386",-281,"20,530","20,811"
2019-01-01,ESPN+,Direct,0.41,1.33,0.20,0.25,0.046,"186,594","613,356","93,508","114,459","20,951"
2019-02-01,ESPN+,Direct,0.22,1.45,0.12,0.16,0.040,"100,679","667,773","54,417","72,697","18,280"
2019-03-01,ESPN+,Direct,0.27,1.59,0.14,0.18,0.044,"123,177","730,909","63,135","83,243","20,108"
2019-04-01,ESPN+,Direct,0.19,1.69,0.10,0.15,0.043,"89,430","778,155","47,246","66,932","19,686"
2019-05-01,ESPN+,Direct,0.19,1.77,0.08,0.12,0.042,"85,493","813,730","35,575","54,839","19,264"
2019-06-01,ESPN+,Direct,0.19,1.90,0.13,0.18,0.050,"89,711","874,616","60,886","83,806","22,920"
2019-07-01,ESPN+,Direct,0.25,2.04,0.14,0.22,0.084,"115,022","939,438","64,823","103,351","38,528"
2019-08-01,ESPN+,Direct,0.34,2.29,0.25,0.32,0.073,"155,518","1,054,741","115,303","149,050","33,747"
2019-09-01,ESPN+,Direct,0.37,2.54,0.25,0.35,0.108,"171,689","1,168,076","113,334","162,830","49,496"
2019-10-01,ESPN+,Direct,0.15,2.58,0.04,0.13,0.089,"67,494","1,186,215","18,139","59,058","40,919"
2019-11-01,ESPN+,Direct,0.24,2.55,-0.03,0.08,0.112,"109,819","1,172,013","-14,202","37,263","51,465"
2019-12-01,ESPN+,Direct,0.12,2.54,0.00,0.09,0.090,"56,386","1,170,045","-1,969","39,512","41,481"
2020-01-01,ESPN+,Direct,0.49,2.88,0.34,0.47,0.128,"225,966","1,325,282","155,237","214,154","58,917"
2020-02-01,ESPN+,Direct,0.20,2.96,0.08,0.18,0.090,"91,258","1,364,372","39,091","80,572","41,481"
2020-03-01,ESPN+,Direct,0.09,2.92,-0.04,0.07,0.116,"40,919","1,344,546","-19,826","33,607","53,433"
2020-04-01,ESPN+,Direct,0.08,2.90,-0.02,0.07,0.098,"34,872","1,333,437","-11,108","34,028","45,137"
2020-05-01,ESPN+,Direct,0.15,2.97,0.07,0.14,0.070,"68,338","1,366,903","33,466","65,807","32,341"
2020-06-01,ESPN+,Direct,0.04,2.96,-0.01,0.04,0.051,"19,686","1,360,998","-5,906","17,577","23,482"
2020-07-01,ESPN+,Direct,0.11,2.97,0.02,0.10,0.087,"51,183","1,368,450","7,453","47,527","40,075"
2020-08-01,ESPN+,Direct,0.15,2.98,0.00,0.15,0.142,"70,025","1,369,856","1,406","66,791","65,385"
2020-09-01,ESPN+,Direct,0.23,3.03,0.05,0.21,0.151,"105,319","1,394,885","25,029","94,633","69,604"
2020-10-01,ESPN+,Direct,0.18,3.07,0.04,0.16,0.121,"82,962","1,414,431","19,545","75,228","55,683"
2020-11-01,ESPN+,Direct,0.14,3.09,0.01,0.12,0.106,"62,854","1,420,899","6,468","55,261","48,793"
2020-12-01,ESPN+,Direct,0.12,3.07,-0.02,0.11,0.127,"56,948","1,412,884","-8,015","50,480","58,495"
2021-01-01,ESPN+,Direct,0.41,3.27,0.20,0.38,0.183,"190,953","1,503,720","90,836","174,923","84,087"
2021-02-01,ESPN+,Direct,0.15,3.30,0.03,0.14,0.106,"71,150","1,517,360","13,640","62,432","48,793"
2021-03-01,ESPN+,Direct,0.15,3.32,0.02,0.14,0.114,"67,354","1,526,921","9,562","62,151","52,589"
2021-04-01,ESPN+,Direct,0.17,3.36,0.04,0.16,0.118,"80,009","1,547,310","20,389","74,806","54,417"
2021-05-01,ESPN+,Direct,0.17,3.40,0.04,0.15,0.114,"77,619","1,564,325","17,014","69,604","52,589"
2021-06-01,ESPN+,Direct,0.16,3.42,0.02,0.15,0.128,"73,119","1,573,183","8,859","67,776","58,917"
2021-07-01,ESPN+,Direct,0.31,3.50,0.08,0.30,0.217,"141,457","1,609,883","36,700","136,395","99,695"
2021-08-01,ESPN+,Direct,0.15,3.51,0.02,0.15,0.129,"67,494","1,617,758","7,874","67,354","59,479"
2021-09-01,ESPN+,Direct,0.43,3.77,0.26,0.42,0.158,"199,390","1,737,139","119,381","192,219","72,838"
2021-10-01,ESPN+,Direct,0.36,3.95,0.17,0.34,0.168,"165,080","1,817,007","79,868","157,206","77,337"
2021-11-01,ESPN+,Direct,0.32,4.05,0.10,0.30,0.197,"147,925","1,864,113","47,106","137,661","90,555"
2021-12-01,ESPN+,Direct,0.24,4.11,0.06,0.23,0.171,"110,944","1,891,954","27,841","106,585","78,744"
2022-01-01,ESPN+,Direct,0.24,4.13,0.02,0.24,0.214,"110,803","1,902,781","10,827","109,257","98,429"
2022-02-01,ESPN+,Direct,0.19,4.18,0.04,0.19,0.148,"88,024","1,922,326","19,545","87,602","68,057"
2022-03-01,ESPN+,Direct,0.27,4.26,0.08,0.25,0.170,"122,474","1,958,886","36,559","114,881","78,322"
2022-04-01,ESPN+,Direct,0.22,4.30,0.04,0.22,0.174,"102,648","1,979,556","20,670","100,820","80,150"
2022-05-01,ESPN+,Direct,0.23,4.33,0.03,0.24,0.208,"107,429","1,993,617","14,061","109,960","95,898"
2022-06-01,ESPN+,Direct,0.20,4.30,-0.03,0.20,0.228,"90,414","1,979,275","-14,343","90,836","105,179"
2022-07-01,ESPN+,Direct,0.17,4.25,-0.05,0.17,0.218,"77,900","1,955,089","-24,186","76,212","100,398"
2022-08-01,ESPN+,Direct,0.19,4.13,-0.12,0.19,0.307,"87,462","1,899,969","-55,120","86,196","141,317"
2022-09-01,ESPN+,Direct,0.44,4.30,0.17,0.41,0.247,"200,796","1,977,306","77,337","190,812","113,475"
2022-10-01,ESPN+,Direct,0.28,4.30,0.01,0.26,0.249,"129,224","1,980,540","3,234","117,693","114,459"
2022-11-01,ESPN+,Direct,0.23,4.27,-0.04,0.22,0.258,"107,851","1,964,229","-16,311","102,507","118,818"
