,ckg_series_id,season_number,title_name,content_strategy_category,medal,content_cost
49116,9d328de1-e422-4744-a40b-69037ca0ed00,18,Roadkill Extra,Unscripted Series (Acq),Bronze,
49085,9d328de1-e422-4744-a40b-69037ca0ed00,9,Roadkill Extra,Unscripted Series (Acq),Bronze,
49415,9d328de1-e422-4744-a40b-69037ca0ed00,14,Roadkill Extra,Unscripted Series (Acq),Bronze,
49408,9d328de1-e422-4744-a40b-69037ca0ed00,30,Roadkill Extra,Unscripted Series (Acq),Bronze,
49407,9d328de1-e422-4744-a40b-69037ca0ed00,23,Roadkill Extra,Unscripted Series (Acq),Bronze,
49403,9d328de1-e422-4744-a40b-69037ca0ed00,7,Roadkill Extra,Unscripted Series (Acq),Bronze,
49399,9d328de1-e422-4744-a40b-69037ca0ed00,21,Roadkill Extra,Unscripted Series (Acq),Bronze,
49394,9d328de1-e422-4744-a40b-69037ca0ed00,16,Roadkill Extra,Unscripted Series (Acq),Bronze,
49028,9d328de1-e422-4744-a40b-69037ca0ed00,13,Roadkill Extra,Unscripted Series (Acq),Bronze,
49786,9d328de1-e422-4744-a40b-69037ca0ed00,3,Roadkill Extra,Unscripted Series (Acq),Bronze,
49154,9d328de1-e422-4744-a40b-69037ca0ed00,15,Roadkill Extra,Unscripted Series (Acq),Bronze,
49155,9d328de1-e422-4744-a40b-69037ca0ed00,5,Roadkill Extra,Unscripted Series (Acq),Bronze,
49293,9d328de1-e422-4744-a40b-69037ca0ed00,46,Roadkill Extra,Unscripted Series (Acq),Bronze,
49749,9d328de1-e422-4744-a40b-69037ca0ed00,1,Roadkill Extra,Unscripted Series (Acq),Bronze,
49296,9d328de1-e422-4744-a40b-69037ca0ed00,6,Roadkill Extra,Unscripted Series (Acq),Bronze,
49298,9d328de1-e422-4744-a40b-69037ca0ed00,12,Roadkill Extra,Unscripted Series (Acq),Bronze,
49161,9d328de1-e422-4744-a40b-69037ca0ed00,20,Roadkill Extra,Unscripted Series (Acq),Bronze,
49382,9d328de1-e422-4744-a40b-69037ca0ed00,19,Roadkill Extra,Unscripted Series (Acq),Bronze,
49372,9d328de1-e422-4744-a40b-69037ca0ed00,11,Roadkill Extra,Unscripted Series (Acq),Bronze,
49383,9d328de1-e422-4744-a40b-69037ca0ed00,22,Roadkill Extra,Unscripted Series (Acq),Bronze,
47548,9d488a28-bd97-41a4-a02c-9cbb599d4f4a,0,The Curse of the Highgate Vampire,Specials,Bronze,
47811,9dc023d1-5c0f-4e3d-b7b0-16418728a2c8,0,Hit and Run,Movies (Acq),Bronze,175000.0
48723,9dcb59e2-fc04-4f08-8aea-0e82082c37c3,0,Great White Intersection,Specials,Bronze,
48267,9e1451fd-064f-48cb-b6f5-b16bcb448427,0,Till the End of Time,Movies (Acq),Bronze,15000.0
49004,9e3df2bb-1df4-47ea-a241-4b15b3196849,7,Celebrity IOU,Unscripted Series (Acq),Bronze,
49012,9e3feff9-f3e3-4c46-935a-a19f97c6ec15,0,Once Upon a Time in China III,Movies (Acq),Bronze,
48168,9e73a929-5164-41ea-bc41-211ee367703a,0,Oscar's Handmade Halloween,Specials,Bronze,661500.0
48127,9ea3dc54-cd41-4d97-b592-29911903c3a7,1,Eva Longoria: Searching For Mexico,Unscripted Series (Acq),Bronze,53013.69863
48398,9eb32da8-e90b-4fae-b8a4-cfbc25901f5d,1,"Menem Junior, The Death of a President's Son",Docu-Series (OP),Bronze,
48265,9ed73fc0-b6a2-41d2-9a8f-febe1cdaa5a1,0,Silent House,Movies (Acq),Bronze,175000.0
47875,9f149c7d-2f39-4ab5-affd-c8649a36fd8e,2,Summer Baking Championship,Unscripted Series (Acq),Bronze,
48949,9f15277e-0062-4151-920f-1aaaccb928f9,0,Legend of Dynamite,Specials,Bronze,
47586,9f3fc94a-7f2e-46e6-bdb3-377c3560811a,0,Mortal Kombat Legends: Snow Blind,Movies (Acq),Bronze,315000.0
48373,9fab087a-73f8-4e08-b778-bd502697295e,2,Julia,Drama Series (OP),Silver,74400000.0
47646,9fb6710a-aa1d-4463-9695-28be193a20d3,0,Some Like It Hot,Movies (Acq),Bronze,216000.0
48167,9ff631ce-812f-4f15-bec1-ac1d1a961726,0,City by the Sea (Movie),Movies (Acq),Bronze,175000.0
48641,9ffb9e70-a556-4fe7-a98a-a807edd5d79a,0,Breach,Movies (Acq),Bronze,
49481,a00ac408-3d05-41cf-a30d-3f151645f5e7,0,Expedition Unknown: Megaladon,Specials,Bronze,
48679,a00c620c-6cd2-4a08-8231-6375e3493101,0,Tracers,Movies (Acq),Bronze,100000.0
48281,a01921b1-d6d2-4dae-8760-00d5fd0b7a2e,0,Dark Skies,Movies (Acq),Bronze,150000.0
48363,a02e04eb-7e8d-4e0e-9516-8d05d9071d0a,0,Great White Appetite,Specials,Bronze,
48214,a059af2b-9d3a-4157-b863-fce142a3a831,0,OWN Celebrates the New Color Purple,Docu-Movies (Acq),Bronze,
49286,a09e7462-f3ee-4488-bc6c-4861ee8b6b7e,0,Holmes For the Holidays,Specials,Bronze,
48974,a0a085b8-6657-46ca-9476-6af0070b9cce,0,Birdman or (The Unexpected Virtue of Ignorance),Movies (Acq),Bronze,9103558.594
48821,a0ac594b-a164-4608-868a-b855665f34c6,1,OWN Spotlight: The Color Purple Interviews,Docu-Series (Acq),Bronze,
48210,a0d8a739-f4ae-4946-92c0-658d44a1fcb3,0,Drive Angry,Movies (Acq),Bronze,175000.0
48604,a0fcdbb6-73e6-4730-8d98-154a58305343,0,Godzilla 2000,Movies (Acq),Bronze,90000.0
47676,a12bf2db-1be0-4300-8933-3f042708ce28,0,Turtles All the Way Down,Movies (OP),Bronze,
48440,a16d1f1f-51be-4147-bf0c-9c1a46d48287,0,Shark City,Specials,Bronze,
48329,a19b73d5-66a3-48ca-b699-854e2d10bd6b,0,Father Figures,Movies (Acq),Bronze,6599956.226
48686,a1aa8329-d02d-4ddf-96d7-97401a3de671,0,Cuba's Secret Shark Lair,Specials,Bronze,
48989,a1b58df0-0008-4e5d-a63f-49caa6bfd9a9,0,Tiger Shark Invasion,Specials,Bronze,
47791,a1dd50be-ff70-4063-9efd-b54f85a21a4c,3,Ghost Adventures: Screaming Room,Unscripted Series (Acq),Bronze,
49304,a2022962-e002-4fc8-82ff-4785422380fb,4,Breaking Amish,Unscripted Series (Acq),Bronze,
49666,a2022962-e002-4fc8-82ff-4785422380fb,3,Breaking Amish,Unscripted Series (Acq),Bronze,
48951,a2022962-e002-4fc8-82ff-4785422380fb,2,Breaking Amish,Unscripted Series (Acq),Bronze,
49259,a2022962-e002-4fc8-82ff-4785422380fb,1,Breaking Amish,Unscripted Series (Acq),Bronze,
48611,a23d2bbc-6093-45d8-bf9a-0bc6ea1870f7,0,The Insurrectionist Next Door,Docu-Movies (OP),Bronze,1700000.0
48782,a27b5e0a-68eb-48e2-baa6-2b0f01d5b8be,1,The Synanon Fix: Did The Cure Become a Cult?,Docu-Series (OP),Silver,
47873,a2905271-e573-44d2-a4c8-5cbffe1215a3,0,Shark Exile,Docu-Movies (Acq),Bronze,
49561,a2af189a-5730-4754-b3a5-f0a198a3804a,1,The Legacy of Black Wall Street,Docu-Series (Acq),Bronze,
48830,a2d9175b-da1d-413d-a7ea-baeb967fc8cc,0,The Last Circus,Movies (Acq),Bronze,60000.0
49731,a2f707bc-f027-4499-9044-80432cbd20a0,4,Ranch to Table,Unscripted Series (Acq),Bronze,
48259,a3019296-f29d-47e9-b393-c9f95ac4a749,0,Under the Silver Lake,Movies (Acq),Bronze,600000.0
49719,a3179e25-44ea-4033-b90e-75710af05ae8,2,Car Craft,Unscripted Series (Acq),Bronze,
49799,a3179e25-44ea-4033-b90e-75710af05ae8,1,Car Craft,Unscripted Series (Acq),Bronze,
47954,a3271d09-ff24-4f96-b17c-8a4fbb701a19,0,The Age of Adaline,Movies (Acq),Bronze,117500.0
48690,a335e086-886d-4a77-9b1f-d2f6be1b0b4e,0,Antisemitism in America,Docu-Movies (Acq),Bronze,
47957,a345d34a-1c89-499b-b280-c763b79b5b7a,0,The Informant!,Movies (Acq),Bronze,
48928,a38aafec-ce88-4ef7-b2fa-0c05c225b0ef,0,Good Boy!,Movies (Acq),Bronze,225000.0
47577,a3922968-47e5-4840-8896-d88895e521f4,10,American Monster,Docu-Series (Acq),Bronze,
48003,a3922968-47e5-4840-8896-d88895e521f4,11,American Monster,Docu-Series (Acq),Bronze,
48582,a3a539a8-e362-4728-a86b-b632b239ce55,0,Elizabethtown,Movies (Acq),Bronze,200000.0
49226,a3dcb813-26d4-48f6-9d7e-f88528c66370,11,Carnival Eats,Unscripted Series (Acq),Bronze,
47790,a3e99267-0356-427e-bfcf-307feaed731c,0,Behind Enemy Lines,Movies (Acq),Bronze,415000.0
48289,a42f0ac9-7799-4691-897d-27bca7c97c28,1,100 Years of Warner Bros.,Docu-Series (OP),Bronze,6800000.0
49368,a462150c-cfe3-4777-b89c-ee871c7c3bb7,1,Rods N' Wheels,Unscripted Series (Acq),Bronze,
48237,a46799ac-0ae9-45cb-9718-564d1722934a,0,OWN Spotlight: Oprah & Angela Bassett,Docu-Movies (Acq),Bronze,
49188,a473c5ce-a2e2-40cd-87bd-4fca8ac31b85,0,Sharks of the Badlands,Specials,Bronze,
48606,a4968561-d91f-4fd8-8b70-4958a2ce861a,0,Sharkpocalypse,Specials,Bronze,
48039,a4a22c2c-e41f-4b36-9fc9-31e73693e5db,0,The Pick-Up Artist,Movies (Acq),Bronze,230000.0
48959,a4d9a7f5-48a3-4f30-8201-58c818b4952c,2,Design Down Under,Unscripted Series (Acq),Bronze,
47567,a4d9a7f5-48a3-4f30-8201-58c818b4952c,1,Design Down Under,Unscripted Series (Acq),Bronze,
49491,a4dce0d5-708d-4f48-806e-a813a3c61609,0,Notes on a Scandal,Movies (Acq),Bronze,230000.0
49521,a51b1833-84c2-4a3d-9d6c-e1664a79423b,2,Deion's Family Playbook,Unscripted Series (Acq),Bronze,
48924,a51b1833-84c2-4a3d-9d6c-e1664a79423b,1,Deion's Family Playbook,Unscripted Series (Acq),Bronze,
48705,a534ddb6-f886-4b32-a821-298ab680d7be,1,AEW: All Access,Unscripted Series (Acq),Bronze,255000.0
47915,a56ddd67-f3d2-4990-8b29-fbf801e282ee,0,Saving the Gorillas: Ellen's Next Adventure,Docu-Movies (Acq),Bronze,
48076,a5ac001c-911c-413d-bb6d-31bf19897bce,0,The Great Holiday Bake War,Movies (Acq),Bronze,
47867,a5b0a19c-1426-49d2-be44-b55cbe7c5988,0,CNN Special Report: Rising Hate: Antisemitism In America,Docu-Movies (Acq),Bronze,
49246,a5bce447-12b5-4307-baa9-f3febd19590a,0,Sharksanity 3,Specials,Bronze,
47642,a5e47a7f-8143-49c0-b0ca-903e6c4d6c83,0,Deadly Sharks of Brazil,Specials,Bronze,
47880,a5e8e0e1-d0ae-481f-bd4a-ad9720ed0ca8,0,Call Me Country: Beyoncé & Nashville's Renaissance,Docu-Movies (Acq),Bronze,
48701,a604e163-a96f-4ea4-96c3-09cfabf66b17,1,STAX: Soulsville U.S.A.,,Bronze,
49067,a61a5b81-7ae5-4dc5-aad1-141b049ca597,0,The Heroic Trio,Movies (Acq),Bronze,
49397,a63faf78-36e4-46b1-b577-4d049d58cbbb,2017,MotorTrend Awards,Unscripted Series (Acq),Bronze,
49409,a63faf78-36e4-46b1-b577-4d049d58cbbb,2016,MotorTrend Awards,Unscripted Series (Acq),Bronze,
47572,a6629bd7-518c-4381-b92c-18fb5bb125b2,0,A Chestnut Family Christmas,Movies (Acq),Bronze,
47643,a688bc5c-cbf0-457b-aa71-187fd05051ca,0,Throw Momma From The Train,Movies (Acq),Bronze,315000.0
49487,a68914c9-bf85-4688-9080-84d02c09cfa7,0,The Secrets We Keep,Movies (Acq),Bronze,250000.0
47472,a68b0763-6b1c-4837-9119-34179cc63fcc,0,Mean Girls 2,Movies (Acq),Bronze,185000.0
48856,a6c3765c-f020-49ef-9dd2-d5b23e2a96cc,0,Wayne's World,Movies (Acq),Bronze,300000.0
48302,a6c3a0a8-3146-4e57-b99c-f758cb98fbf8,0,Men,Movies (Acq),Bronze,550000.0
48991,a6d413d3-0e51-4f09-a51e-3db4baef2753,1,Hungry for Answers,Unscripted Series (OP),Bronze,
47424,a70cb4c9-f600-4c5a-b1b7-f70c2320d375,2,Pretty Little Liars: Original Sin,Drama Series (OP),Silver,57500000.0
47460,a72e6f53-58f9-4541-b985-94e8a09236c9,0,The Spawn of El Diablo,Specials,Bronze,
48580,a73bbd07-8cfb-4951-b7c8-2b9dee4f32ec,1,Room to Inspire,Unscripted Series (Acq),Bronze,
48979,a792b17e-2801-4827-813a-f81fb1c8a49e,0,Air Jaws: Top Guns,Specials,Bronze,
47899,a79db78a-4e4a-4628-9499-5fa3a7bb4827,1,Vegas: The Story of Sin City,Docu-Series (Acq),Bronze,
48361,a8086e4c-eabd-429f-b91e-21ee5eef805c,0,Victor Frankenstein (2015),Movies (Acq),Bronze,
48145,a82aa90e-6d64-463d-b795-2257d763aee0,0,Stop Making Sense,Docu-Movies (Acq),Bronze,
49511,a833a4ce-44b8-40b5-9f25-9687d8dc2269,1,Heartland Thunder,Unscripted Series (Acq),Bronze,
49019,a8484031-f244-4661-9fb7-0932bd1ba872,4,Succession,Drama Series (OP),Gold,171400000.0
49183,a852baef-6f66-465e-a86b-bacd3c7ec9f5,5,90 Day Diaries,Unscripted Series (Acq),Bronze,
49130,a8566b61-9912-4f53-9ab7-4ec19f1cc06b,3,Call Me Kat,Comedy Series (Acq),Bronze,13200000.0
49484,a87701cc-87da-47a6-b807-ac6cbd9fe400,0,The Ice Storm,Movies (Acq),Bronze,230000.0
47964,a893848c-bddd-4641-91b8-09a1fe4884bc,4,Be My Guest with Ina Garten,Unscripted Series (Acq),Bronze,
48216,a8a2bdb1-124a-46f5-b254-1c4b9e62b9fe,0,The Ides of March,Movies (Acq),Bronze,348963.0
48578,a8d2197c-974b-4109-ba8c-db32a08aaf01,0,The Trust,Movies (Acq),Bronze,200000.0
48306,a8fb1432-bb16-41dc-9d30-f9aaddef382e,0,Kingpin,Movies (Acq),Bronze,200000.0
49811,a90213e9-01ca-43a0-88a0-3c494034620f,1,The Whole Story With Anderson Cooper,Docu-Series (Acq),Bronze,
48760,a90213e9-01ca-43a0-88a0-3c494034620f,2,The Whole Story With Anderson Cooper,Docu-Series (Acq),Bronze,
47897,a926e8c8-eb25-47af-bb0d-3a5b62eb73fd,0,Day of the Shark 3,Specials,Bronze,
49474,a93af03d-6423-4915-bc20-546abdd63f74,0,Road House,Movies (Acq),Bronze,432000.0
49088,a93f3765-7d18-475d-a435-5bb8e5bf58f9,0,Ninja Sharks,Specials,Bronze,
49257,a94cfd3e-c201-47b8-9f16-321a368e3b2b,0,Super Cute Yule Log,Specials,Bronze,
49565,a97128b6-b455-4200-b9ba-bbed0d5f4f5e,0,Southside With You,Movies (Acq),Bronze,270000.0
48257,a9906cef-c08d-403e-a561-e4236f5bb05b,0,I Was Prey: Shark Week 2021,Specials,Bronze,
48312,a9d3a0ab-1c7d-4ba1-95b4-acb1020ae649,0,Finding Forrester,Movies (Acq),Bronze,305343.0
47736,a9f12636-1bba-43f8-9f49-23c648a4d43a,0,From Russia With Love,Movies (Acq),Bronze,252000.0
48623,a9f9f824-689f-4d5d-914a-4775c9783588,0,The Seagull,Movies (Acq),Bronze,92600.0
47666,aa0b56d4-de43-4500-916a-7da65d39e536,0,The Killing Games,Specials,Bronze,
48803,aa0bb70f-e4c0-4dc2-b2e5-bb1acda454d8,1,Motel Rescue,Unscripted Series (Acq),Bronze,
48416,aa474229-040b-4a78-b45d-dadfe59b975c,0,Stone,Movies (Acq),Bronze,200000.0
49764,aa4f094c-03aa-4deb-bf3e-dfdf7dbc1360,1,Dream Jobs With Chris Hoy,Unscripted Series (Acq),Bronze,
49578,aa63cfc0-90b2-455e-92f3-25f4d0d16a11,2,Building Roots,Unscripted Series (Acq),Bronze,
48864,aac3db5f-d804-4388-bba9-0e4e4ca6ee1a,11,Disappeared,Docu-Series (Acq),Bronze,
49166,ab067955-16c4-4c4c-9adf-8f99174a6f72,3,Goblin Works Garage,Unscripted Series (Acq),Bronze,
49095,ab067955-16c4-4c4c-9adf-8f99174a6f72,1,Goblin Works Garage,Unscripted Series (Acq),Bronze,
49712,ab067955-16c4-4c4c-9adf-8f99174a6f72,2,Goblin Works Garage,Unscripted Series (Acq),Bronze,
47570,ab35b6aa-021d-4c45-83c7-6d8f5d142bf3,0,Sky Captain and the World of Tomorrow,Movies (Acq),Bronze,200000.0
48935,ab528e0e-42f8-4c41-9709-80276ee79c39,2,Shorty's Dream Shop,Unscripted Series (Acq),Bronze,
49574,ab528e0e-42f8-4c41-9709-80276ee79c39,1,Shorty's Dream Shop,Unscripted Series (Acq),Bronze,
48442,ab553cdc-e15d-4597-b65f-bec9201fd2dd,6,Rick and Morty,Adult Animation Series (Acq),Gold,16000000.0
47724,ab553cdc-e15d-4597-b65f-bec9201fd2dd,7,Rick and Morty,Adult Animation Series (Acq),Gold,16000000.0
48346,ab7bbbae-6684-4328-be14-4ac3445f6c4d,3,The Bronze Garden,Drama Series (OP),Bronze,658698.13
49250,aba40bbf-7174-4437-8e3c-c20e4194f1ad,0,Monsters And Men,Movies (Acq),Bronze,188500.0
47467,abb11cbf-3698-4921-8fca-cec99640adf7,0,Naked Lunch,Movies (Acq),Bronze,230000.0
47782,abc00905-6a23-46f6-a531-20214bb06f37,22,Real Time With Bill Maher,Comedy Series (OP),Bronze,49800000.0
47514,abc00905-6a23-46f6-a531-20214bb06f37,21,Real Time With Bill Maher,Comedy Series (OP),Bronze,34000000.0
49486,ac2e5b01-ff20-46b8-b793-613543804980,0,To Be or Not to Be (1983),Movies (Acq),Bronze,
48159,ac3a4568-2af4-47f8-a8f0-0d49b0c6cde7,0,Mini Reni,Specials,Bronze,
48653,ac3b56fe-d07a-43aa-a083-4c50bd5cadae,0,Soccer Soul: Elijo Creer,Docu-Movies (Acq),Bronze,
48916,ac5cb682-3a59-4802-8911-1a185d2a93c9,0,Monster Under the Bridge,Specials,Bronze,
47778,ac9ac282-68d7-4166-a15c-27673a66d2ec,1,Married to Evil,Docu-Series (Acq),Bronze,
47518,aca1ce8b-d0c6-4125-af40-4c6a17cf6398,0,Hustle & Flow,Movies (Acq),Bronze,300000.0
48115,aca325cd-8b68-470f-abf9-86e15097fc70,0,RoboCop,Movies (Acq),Bronze,
48790,aca465a3-c3d1-4250-83db-ba25405dcb53,0,Paper Moon,Movies (Acq),Bronze,135000.0
48020,acea9cd0-ed77-4f52-aee8-7fc87015ffd5,1,Being... With Dana Bash,Docu-Series (Acq),Bronze,
48748,acfb1cf3-ccbf-4127-bc46-329887539124,0,Martin Lawrence Live: Runteldat,Specials,Bronze,200000.0
48418,ad4a13ab-7bc3-4f11-b1e4-816f547ab17c,0,Harry Potter: Fireplace,Specials,Bronze,
48086,ad724a49-9087-438a-ad1a-7c8a164e7436,0,Extinct or Alive: Jaws Of Alaska,Specials,Bronze,
47750,ad910d72-6d20-4ca6-bfc5-b8babfec83fb,0,American Ultra,Movies (Acq),Bronze,653182.0
49772,ad91280f-b44e-4058-9df3-dcfd77dd50d4,3,Love & Marriage: D.C.,Unscripted Series (Acq),Bronze,
49498,ada05028-f49a-46e4-b588-5bb95bed29d4,0,Barbershop 2: Back in Business,Movies (Acq),Bronze,432000.0
48662,ade7e396-d599-4e2d-904f-476e3ac66de5,0,The Company Men,Movies (Acq),Bronze,150000.0
48909,adee246e-2c2c-40c1-b075-cfed13cad974,0,Guy Fieri's Feeding Frenzy,Specials,Bronze,
49660,ae05a14f-b9a6-421e-b038-76b734d861d8,5,Junkyard Empire,Unscripted Series (Acq),Bronze,
49717,ae05a14f-b9a6-421e-b038-76b734d861d8,2,Junkyard Empire,Unscripted Series (Acq),Bronze,
49329,ae05a14f-b9a6-421e-b038-76b734d861d8,3,Junkyard Empire,Unscripted Series (Acq),Bronze,
49103,ae05a14f-b9a6-421e-b038-76b734d861d8,1,Junkyard Empire,Unscripted Series (Acq),Bronze,
49136,ae05a14f-b9a6-421e-b038-76b734d861d8,4,Junkyard Empire,Unscripted Series (Acq),Bronze,
47528,ae21732d-4ec8-4734-83c2-facd03910cac,6,Outback Opal Hunters,Unscripted Series (Acq),Bronze,
48718,ae4d3378-2ccb-408b-a2dd-9bef11cebc87,0,Milk,Movies (Acq),Bronze,
47863,ae9e4ab6-2fb4-4812-8f23-f55259b8452a,0,Men At Work,Movies (Acq),Bronze,270000.0
48787,af211466-5562-4206-a925-94ee97e876f5,0,The Last Stand,Movies (Acq),Bronze,200000.0
49563,af3bf239-cdd2-4938-a803-0534522476d7,0,Trial by Fire,Specials,Bronze,216000.0
48052,af41f16f-cd8c-4aa5-ab76-ad0eb743a009,0,Mid90s,Movies (Acq),Bronze,600000.0
49446,af49705d-c537-460b-8cb7-8b9d5a06b71c,0,A Lion is in the Streets,Movies (Acq),Bronze,5000.0
47839,af87d292-1a23-45c6-b7da-e48beb6afea1,0,A Revolution on Canvas,Docu-Movies (OP),Bronze,1500000.0
48852,affdead4-b0bb-4f95-bca0-4ba08a57bda6,2,Eli Roth Presents: A Ghost Ruined My Life,Unscripted Series (OP),Bronze,
49696,antwerp_port_epic_cycling_men,0,ANTWERP PORT EPIC: Cycling (Men),,Bronze,
47511,b021ad5c-20bb-4f3f-b8f4-33fb35869a8c,0,Step Brothers,Movies (Acq),Bronze,726552.9487
48246,b06c5626-7574-434f-8bb2-203a4e7ced94,1,Thirst with Shay Mitchell,,Bronze,
48495,b06e1e7b-21da-4aa3-a558-a65ec22e3112,0,"Juliet, Naked",Movies (Acq),Bronze,278183.0
47713,b07bac24-d316-4cdd-9400-6be8ae2764ac,0,Naked Gun 2 1/2,Movies (Acq),Bronze,250000.0
47728,b09eb74a-e129-4862-94f7-4280bdbfb71b,0,Spaceballs,Movies (Acq),Bronze,288000.0
48298,b0db3c7d-415c-4418-8fb5-2b1aa8fb895f,0,Air Jaws: Final Frontier,Specials,Bronze,
48387,b11b2751-d78c-4a7f-8593-1e243b6f74b7,0,"Be Kind, Rewind",Movies (Acq),Bronze,
48594,b139d21e-b9bb-4329-8512-78f00b145abb,1,Young Love,Adult Animation Series (OP),Bronze,21362000.0
47530,b15746b3-60a3-46c6-9124-5e8605974b16,0,Who Killed Tupac: Confessions of a Killer?,Docu-Movies (Acq),Bronze,
49285,b164a9c5-225c-4675-aad2-6be402912343,0,Temptation: Confessions of a Marriage Counselor,Movies (Acq),Bronze,250000.0
49604,b188ab49-6b5b-4a8a-9f85-9d13c23ba6a4,2,Fastest Cars in the Dirty South,Unscripted Series (Acq),Bronze,
49500,b188ab49-6b5b-4a8a-9f85-9d13c23ba6a4,3,Fastest Cars in the Dirty South,Unscripted Series (Acq),Bronze,
48492,b188ab49-6b5b-4a8a-9f85-9d13c23ba6a4,1,Fastest Cars in the Dirty South,Unscripted Series (Acq),Bronze,
47974,b1b17005-42fa-42d7-8ef0-c02eb9703bc6,0,Dream Scenario,Movies (Acq),Silver,3675000.0
49069,b2128769-1a2e-4581-ae9d-92a3cc5ade7b,0,Monster Mako: Under the Rig,Specials,Bronze,
48488,b241d3e7-2bf8-4abd-a0d1-bacd78bfedbb,0,Fifty Shades Freed,Movies (Acq),Bronze,18000000.0
49110,b278252f-cbf1-4287-8ca9-2f7430ff093d,1,Bitchin' Boot Camp,Unscripted Series (Acq),Bronze,
48503,b29e4d0a-0f8b-4d7a-ae7a-340b14b6019f,0,Once Upon a Time in China,Movies (Acq),Bronze,
48276,b2b49a52-9dc9-4827-a71e-7b13e605857b,0,Man With the Golden Gun,Movies (Acq),Bronze,
49312,b2b748c4-58d5-4cf8-8e78-e460f0c5e0f3,7,Best Driver's Car Week,Unscripted Series (Acq),Bronze,
49389,b2b748c4-58d5-4cf8-8e78-e460f0c5e0f3,5,Best Driver's Car Week,Unscripted Series (Acq),Bronze,
49316,b2b748c4-58d5-4cf8-8e78-e460f0c5e0f3,3,Best Driver's Car Week,Unscripted Series (Acq),Bronze,
49369,b2b748c4-58d5-4cf8-8e78-e460f0c5e0f3,8,Best Driver's Car Week,Unscripted Series (Acq),Bronze,
49353,b2b748c4-58d5-4cf8-8e78-e460f0c5e0f3,1,Best Driver's Car Week,Unscripted Series (Acq),Bronze,
49400,b2b748c4-58d5-4cf8-8e78-e460f0c5e0f3,4,Best Driver's Car Week,Unscripted Series (Acq),Bronze,
49585,b2c44fe9-26ff-4d86-a1d9-cbbe6ae9110f,0,Tiffany Haddish Does Shark Week,Specials,Bronze,
49089,b2d3b5b8-15e6-4dbd-9213-b585d2198add,0,Let Me In,Movies (Acq),Bronze,250000.0
47694,b2dd089c-9749-47c6-8299-500cdf4f8754,0,Batman and Superman: Battle of the Super Sons,Movies (Acq),Bronze,1057500.0
48638,b2e11e29-b555-4dc8-b1f3-8d09ec1d2a5c,0,Jury Duty,Movies (Acq),Bronze,130860.0
49393,b358f423-58d2-4ea9-9798-e8764ebd5f30,0,La Macana,Movies (Acq),Bronze,10000.0
47776,b3659197-4073-4240-bf6c-4531d2b359cc,19,Puppy Bowl,Unscripted Series (Acq),Bronze,
49195,b3659197-4073-4240-bf6c-4531d2b359cc,20,Puppy Bowl,Unscripted Series (Acq),Bronze,
48403,b3bafc30-a6bc-41b8-9f03-0e4f8e78c5e9,0,Devil Sharks,Docu-Movies (Acq),Bronze,
47407,b3cbb2a2-0564-463a-91a8-2752fcb20f9d,0,"I Love You, Man",Movies (Acq),Bronze,
47847,b3f8816c-2f29-4506-a720-a52541cdde2a,25,"Little People, Big World",Unscripted Series (Acq),Bronze,
48072,b425b881-93a3-49be-a896-dd8100edf12a,2,Selling the Hamptons,Unscripted Series (OP),Bronze,3307471.0
47779,b462ef9c-bf78-45c2-bd54-d1671b2e433c,0,The Edge,Movies (Acq),Bronze,230000.0
47967,b4a3acd5-47b3-4c12-9529-62a16dbe403c,0,The Vanishing,Movies (Acq),Bronze,230000.0
49175,b4c06969-c0bf-4b63-883e-94e0cc90dff5,0,Un Pequeño Corte,Movies (Acq),Bronze,10000.0
48502,b4d58bbc-f063-4337-8c99-c202bc9acd35,0,Machete Kills,Movies (Acq),Bronze,175000.0
47578,b4d7058e-c405-4e58-8d6d-f274674b5ad4,0,Only the Strong,Movies (Acq),Bronze,230000.0
48096,b520ccb3-31ac-41a2-a961-0c519faed253,0,The Long Riders,Movies (Acq),Bronze,178000.0
47580,b52ac8de-5713-495a-be5b-b843012a0d2b,0,Tiny Toons Looniversity: Spring Beak,Specials,Bronze,
49483,b552f8e6-1018-4bd4-86d7-1f6722e54f16,0,Appaloosa,Movies (Acq),Bronze,
47991,b5598713-bb7d-4dca-b797-fa3ca2f31f42,4,90 Day: The Single Life,Unscripted Series (Acq),Bronze,
49804,b561dc1d-4ba4-4e34-b7a6-6e94c255ddc1,1,4x4 Garage Build,Unscripted Series (Acq),Bronze,
48719,b561fbac-cb4f-4d06-a4d5-9b3773c90092,0,Results,Movies (Acq),Bronze,60000.0
49707,b57607d4-4621-4863-8da6-ca7daca53e7e,0,I Was Prey: Shark Week,Specials,Bronze,
47804,b5898d3f-bedb-48a3-babd-ea298106f88d,1,Funny or Die's High Science,Unscripted Series (Acq),Bronze,
48067,b5936457-d54a-4a9d-b912-6a80cb41fc21,0,The Lionheart,Docu-Movies (OP),Bronze,2300000.0
47734,b59c1cf4-f1ec-4f16-9d39-9a361a1a8aac,0,Bigfoot: Fear in the Woods,Specials,Bronze,
49727,b5c64f49-9b10-42ac-8693-7dc5a16f00d4,2,On Two Wheels,Unscripted Series (Acq),Bronze,
49411,b5c64f49-9b10-42ac-8693-7dc5a16f00d4,1,On Two Wheels,Unscripted Series (Acq),Bronze,
